client_id,subscription_id,cycle_number,tenure_months,contract,monthly_charges,total_charges,payment_method,paperless_billing,nivel_reportes,control_stock,duracion_ciclo_dias,dias_restantes_al_corte,renovacion_automatica,alertas_enviadas,renovaciones_previas,region,client_estado,partner,dependents,target_renovo
CL-02904,1532,2,27,enterprise,757.26,16668.18,transferencia,1,premium,1,365,4,1,1,1,Lima,activo,no,no,0
CL-02905,2470,26,26,mensual,89.95,2246.66,transferencia,0,basico,0,30,30,0,0,25,Piura,activo,si,si,1
CL-02906,75,1,4,anual,58.6,181.36,yape,0,avanzado,1,365,39,1,0,0,Lima,activo,si,si,1
CL-02907,984,5,72,enterprise,115.74,6645.94,tarjeta,1,basico,1,365,39,0,0,4,Chiclayo,inactivo,si,no,1
CL-02908,1478,26,26,mensual,217.55,4795.97,transferencia,1,avanzado,1,30,35,0,0,25,Cusco,activo,no,si,1
CL-02909,1565,3,47,enterprise,335.38,14043.87,factura,1,basico,0,365,41,0,0,2,Cusco,inactivo,no,si,0
CL-02910,572,1,24,anual,176.46,3406.15,tarjeta,1,avanzado,1,365,13,1,0,0,Trujillo,activo,no,no,1
CL-02911,43,1,23,anual,123.82,2231.61,factura,0,basico,1,365,32,1,0,0,Lima,activo,si,si,1
CL-02912,1663,21,21,mensual,103.74,2003.71,transferencia,1,avanzado,0,30,13,0,0,20,Trujillo,activo,no,no,1
CL-02913,2452,1,1,mensual,81.87,71.52,tarjeta,0,avanzado,0,30,39,0,0,0,Lima,activo,no,no,0
CL-02914,1918,2,28,anual,215.81,5285.94,tarjeta,1,basico,0,365,24,1,0,1,Lima,activo,si,no,1
CL-02915,2269,22,22,mensual,124.83,2313.41,tarjeta,0,avanzado,0,30,38,0,0,21,Piura,activo,si,no,1
CL-02916,2447,61,61,mensual,126.65,6654.68,yape,0,premium,0,30,13,0,1,60,Lima,activo,si,no,1
CL-02917,1685,2,2,mensual,105.88,170.51,tarjeta,1,premium,0,30,14,0,1,1,Trujillo,activo,no,no,0
CL-02918,1863,1,18,enterprise,229.25,3429.84,transferencia,1,premium,1,365,44,1,0,0,Lima,activo,no,no,1
CL-02919,430,10,10,mensual,41.17,375.75,factura,1,basico,1,30,41,0,0,9,Lima,activo,no,no,1
CL-02920,2366,5,67,anual,40.15,2439.03,factura,0,avanzado,0,365,9,0,1,4,Lima,activo,si,si,1
CL-02921,1508,1,11,enterprise,520.42,5849.29,yape,0,avanzado,0,365,18,0,0,0,Lima,activo,si,si,0
CL-02922,2327,46,46,mensual,217.24,9990.66,transferencia,0,premium,0,30,7,0,1,45,Trujillo,activo,no,no,1
CL-02923,2445,56,56,mensual,210.3,8857.69,tarjeta,0,basico,0,30,29,0,0,55,Lima,activo,si,si,1
CL-02924,703,2,28,anual,141.84,3252.39,tarjeta,1,premium,0,365,2,1,1,1,Arequipa,activo,no,no,1
CL-02925,1932,1,1,mensual,138.64,140.9,tarjeta,1,avanzado,0,30,2,0,1,0,Lima,activo,no,si,0
CL-02926,999,1,1,anual,122.34,103.31,factura,0,avanzado,0,365,25,1,0,0,Lima,activo,si,no,0
CL-02927,198,4,53,anual,85.85,4064.61,yape,0,avanzado,0,365,41,0,0,3,Cusco,activo,no,no,1
CL-02928,1031,1,1,anual,105.33,100.33,tarjeta,1,basico,1,365,34,1,0,0,Arequipa,activo,si,si,1
CL-02929,1169,41,41,mensual,183.93,6885.11,transferencia,0,basico,1,30,32,0,0,40,Lima,activo,no,no,1
CL-02930,865,2,35,anual,306.65,8065.24,tarjeta,0,basico,1,365,27,1,0,1,Lima,activo,no,no,1
CL-02931,1047,3,41,anual,116.99,3894.68,transferencia,0,avanzado,0,365,9,0,1,2,Lima,activo,si,no,1
CL-02932,1848,43,43,mensual,95.29,3196.57,tarjeta,0,avanzado,1,30,10,0,1,42,Arequipa,activo,si,si,1
CL-02933,1787,1,9,anual,218.09,1570.82,yape,0,avanzado,1,365,28,1,0,0,Trujillo,activo,si,si,0
CL-02934,959,1,8,enterprise,193.9,1231.98,transferencia,0,avanzado,0,365,42,1,0,0,Lima,activo,no,si,1
CL-02935,1773,4,49,anual,222.65,10220.71,transferencia,1,avanzado,1,365,3,0,1,3,Lima,activo,no,si,1
CL-02936,2302,16,16,mensual,146.73,2047.11,tarjeta,0,basico,0,30,18,0,0,15,Cusco,activo,no,si,1
CL-02937,2244,1,1,mensual,115.69,89.08,transferencia,0,basico,0,30,9,0,1,0,Lima,activo,no,no,0
CL-02938,1396,48,48,mensual,122.36,4549.95,transferencia,1,avanzado,1,30,7,0,1,47,Trujillo,activo,no,si,1
CL-02939,2134,6,6,mensual,83.16,516.48,tarjeta,0,avanzado,0,30,16,0,0,5,Chiclayo,activo,si,si,0
CL-02940,764,43,43,mensual,88.2,3020.54,tarjeta,1,premium,1,30,9,0,1,42,Cusco,activo,no,no,1
CL-02941,377,5,66,enterprise,155.97,8504.43,transferencia,0,premium,1,365,12,1,1,4,Lima,activo,no,no,1
CL-02942,2110,32,32,mensual,39.16,1155.74,transferencia,0,avanzado,0,30,20,0,0,31,Lima,inactivo,no,si,1
CL-02943,1815,4,56,enterprise,290.27,13103.77,transferencia,0,basico,1,365,34,0,0,3,Lima,activo,si,si,1
CL-02944,1709,36,36,mensual,141.09,4110.42,factura,1,avanzado,0,30,25,0,0,35,Lima,activo,no,no,1
CL-02945,1891,71,71,mensual,39.81,2181.43,factura,0,basico,1,30,25,0,0,70,Arequipa,activo,si,no,1
CL-02946,792,6,6,mensual,119.47,748.54,yape,1,avanzado,0,30,28,0,0,5,Arequipa,activo,si,si,0
CL-02947,689,32,32,mensual,152.58,4549.64,tarjeta,0,premium,1,30,11,0,1,31,Trujillo,activo,si,no,1
CL-02948,2238,3,48,enterprise,73.16,3191.85,tarjeta,1,premium,0,365,4,1,1,2,Cusco,activo,si,no,1
CL-02949,1939,2,27,enterprise,310.58,8524.87,yape,1,premium,1,365,2,1,1,1,Lima,activo,si,no,0
CL-02950,1117,4,60,enterprise,619.58,34510.39,factura,1,basico,1,365,40,1,0,3,Lima,activo,si,no,1
CL-02951,1032,21,21,mensual,120.6,2099.34,factura,0,avanzado,0,30,40,0,0,20,Arequipa,activo,no,no,1
CL-02952,265,5,72,enterprise,82.09,5270.24,yape,0,avanzado,1,365,16,1,0,4,Cusco,inactivo,si,si,1
CL-02953,127,72,72,mensual,139.14,8948.89,yape,1,basico,1,30,36,0,0,71,Arequipa,activo,no,si,1
CL-02954,2037,3,39,enterprise,203.67,6905.95,tarjeta,0,avanzado,1,365,12,0,0,2,Lima,activo,si,no,1
CL-02955,868,45,45,mensual,126.68,5564.29,transferencia,1,basico,1,30,14,0,1,44,Piura,activo,no,no,1
CL-02956,1763,61,61,mensual,62.06,2963.81,tarjeta,1,premium,0,30,31,0,0,60,Lima,suspendido,no,no,1
CL-02957,2245,3,3,mensual,106.39,254.62,tarjeta,1,avanzado,0,30,42,0,0,2,Trujillo,activo,no,si,0
CL-02958,97,1,1,mensual,100.49,86.59,yape,1,basico,0,30,28,0,0,0,Lima,activo,si,no,0
CL-02959,693,63,63,mensual,138.53,6731.89,tarjeta,0,premium,0,30,44,0,0,62,Arequipa,activo,si,no,1
CL-02960,343,3,39,enterprise,259.83,10601.72,yape,1,avanzado,0,365,45,1,0,2,Chiclayo,activo,no,si,1
CL-02961,1324,2,26,enterprise,295.85,6913.19,yape,1,avanzado,0,365,2,1,1,1,Arequipa,activo,si,si,1
CL-02962,2233,2,32,enterprise,119.9,2935.27,factura,0,premium,1,365,19,0,0,1,Trujillo,activo,no,no,0
CL-02963,518,1,1,mensual,160.09,149.26,factura,1,avanzado,0,30,22,0,0,0,Trujillo,inactivo,no,no,0
CL-02964,102,2,27,anual,202.03,5369.34,yape,1,avanzado,0,365,9,0,1,1,Trujillo,activo,si,no,0
CL-02965,1672,13,13,mensual,28.92,327.96,yape,1,basico,1,30,10,0,0,12,Lima,inactivo,si,si,1
CL-02966,1375,54,54,mensual,199.8,9647.27,yape,0,premium,0,30,44,0,0,53,Lima,activo,no,no,1
CL-02967,1833,56,56,mensual,124.86,6713.73,tarjeta,1,avanzado,0,30,9,0,1,55,Piura,activo,si,si,1
CL-02968,149,46,46,mensual,134.82,5086.31,yape,0,avanzado,1,30,22,0,0,45,Arequipa,activo,no,no,1
CL-02969,543,3,42,anual,294.58,11497.62,factura,1,premium,0,365,22,0,0,2,Piura,activo,si,si,0
CL-02970,2079,1,1,mensual,127.25,119.52,transferencia,0,basico,0,30,30,0,0,0,Cusco,activo,no,no,0
CL-02971,799,46,46,mensual,158.61,7233.26,tarjeta,1,avanzado,1,30,25,0,0,45,Cusco,activo,no,si,1
CL-02972,396,3,47,anual,131.99,6310.98,tarjeta,0,premium,1,365,2,1,1,2,Trujillo,activo,no,no,1
CL-02973,2362,62,62,mensual,194.07,12420.58,tarjeta,0,basico,1,30,21,0,0,61,Chiclayo,activo,si,no,1
CL-02974,1500,5,72,enterprise,332.26,18848.66,transferencia,0,avanzado,1,365,16,1,0,4,Cusco,activo,si,no,1
CL-02975,2451,1,1,mensual,169.55,168.68,yape,1,premium,1,30,6,0,0,0,Lima,activo,no,si,0
CL-02976,2464,1,22,enterprise,285.18,5976.76,tarjeta,1,avanzado,0,365,45,1,0,0,Lima,activo,no,no,1
CL-02977,397,1,14,anual,255.87,3085.04,transferencia,0,basico,0,365,25,1,0,0,Lima,activo,no,no,0
CL-02978,1661,2,36,anual,219.48,8113.38,yape,1,basico,1,365,44,1,0,1,Lima,activo,no,no,1
CL-02979,1764,2,32,anual,133.03,4291.17,factura,1,basico,0,365,42,1,0,1,Lima,activo,no,no,0
CL-02980,1005,2,26,enterprise,196.83,5027.04,tarjeta,1,basico,1,365,45,1,0,1,Lima,activo,si,si,1
CL-02981,2142,4,57,anual,153.6,6717.39,transferencia,1,avanzado,1,365,11,1,1,3,Lima,activo,si,no,1
CL-02982,916,5,5,mensual,61.31,246.19,tarjeta,1,avanzado,1,30,38,0,0,4,Lima,activo,no,no,0
CL-02983,122,6,6,mensual,55.3,340.26,transferencia,1,avanzado,0,30,2,0,1,5,Cusco,activo,no,si,0
CL-02984,2377,1,7,anual,62.74,458.8,tarjeta,0,avanzado,1,365,23,1,0,0,Lima,activo,si,no,1
CL-02985,1364,23,23,mensual,36.48,699.08,tarjeta,0,avanzado,1,30,40,0,0,22,Trujillo,activo,si,no,1
CL-02986,1469,2,2,mensual,238.08,396.74,tarjeta,0,premium,0,30,26,0,0,1,Chiclayo,activo,no,no,0
CL-02987,1872,31,31,mensual,88.0,2545.47,transferencia,0,premium,1,30,10,0,1,30,Arequipa,activo,si,si,1
CL-02988,2491,28,28,mensual,234.43,5073.05,tarjeta,0,avanzado,0,30,4,0,0,27,Lima,activo,si,si,1
CL-02989,1614,13,13,mensual,147.1,1775.75,factura,1,basico,1,30,21,0,0,12,Trujillo,activo,si,no,1
CL-02990,154,4,53,anual,212.92,11743.0,factura,1,premium,0,365,36,1,0,3,Trujillo,activo,no,no,1
CL-02991,973,2,30,enterprise,92.38,2325.44,factura,1,premium,1,365,42,1,0,1,Lima,activo,si,no,1
CL-02992,2027,4,58,enterprise,246.85,13928.21,tarjeta,1,premium,1,365,34,1,0,3,Lima,activo,no,no,1
CL-02993,1892,27,27,mensual,174.8,4282.9,tarjeta,0,avanzado,0,30,20,0,0,26,Chiclayo,activo,si,no,1
CL-02994,465,31,31,mensual,198.16,5136.7,transferencia,1,basico,1,30,32,0,0,30,Arequipa,activo,no,no,1
CL-02995,446,1,18,anual,229.5,3609.43,tarjeta,0,avanzado,1,365,36,0,0,0,Chiclayo,activo,no,no,1
CL-02996,852,32,32,mensual,46.6,1364.93,yape,0,basico,0,30,18,0,0,31,Arequipa,activo,si,no,1
CL-02997,2107,4,49,anual,122.15,5856.53,yape,1,basico,0,365,12,0,1,3,Lima,suspendido,no,no,1
CL-02998,1622,22,22,mensual,76.78,1540.92,tarjeta,1,avanzado,1,30,12,0,1,21,Cusco,activo,no,si,1
CL-02999,1667,3,45,enterprise,398.52,18427.32,tarjeta,0,premium,0,365,34,1,0,2,Piura,inactivo,no,no,1
CL-03000,2017,12,12,mensual,243.74,2296.28,transferencia,1,avanzado,0,30,37,0,0,11,Lima,inactivo,no,no,0
CL-03001,793,4,51,enterprise,255.86,13535.7,yape,1,avanzado,0,365,9,0,0,3,Lima,activo,si,si,1
CL-03002,1422,1,18,anual,145.2,2391.95,transferencia,1,avanzado,0,365,44,1,0,0,Arequipa,activo,si,no,1
CL-03003,1251,53,53,mensual,172.25,7920.03,tarjeta,0,basico,1,30,1,0,0,52,Chiclayo,activo,si,no,1
CL-03004,262,2,33,anual,78.8,2009.63,transferencia,0,basico,0,365,20,1,0,1,Piura,activo,no,si,1
CL-03005,816,69,69,mensual,103.75,6005.29,transferencia,1,avanzado,0,30,22,0,0,68,Trujillo,activo,no,no,1
CL-03006,11,1,4,enterprise,428.98,1512.38,yape,1,basico,1,365,3,1,1,0,Cusco,activo,no,si,0
CL-03007,798,1,1,anual,121.61,125.39,transferencia,0,basico,0,365,33,1,0,0,Lima,inactivo,no,si,0
CL-03008,2180,17,17,mensual,81.8,1358.52,yape,1,avanzado,0,30,41,0,0,16,Arequipa,activo,si,si,1
CL-03009,179,1,1,mensual,78.94,60.6,tarjeta,0,basico,1,30,11,0,1,0,Cusco,activo,si,si,0
CL-03010,686,1,1,anual,358.1,303.8,tarjeta,0,basico,1,365,32,1,0,0,Lima,activo,si,si,0
CL-03011,1267,47,47,mensual,243.6,10274.85,yape,1,avanzado,1,30,43,0,0,46,Lima,activo,no,no,1
CL-03012,1678,2,32,enterprise,264.56,8508.47,factura,1,premium,0,365,31,1,0,1,Arequipa,activo,no,no,1
CL-03013,233,1,20,enterprise,308.45,6063.68,factura,1,basico,1,365,21,1,0,0,Piura,activo,no,no,1
CL-03014,1939,1,22,anual,128.67,2306.6,yape,0,avanzado,1,365,43,1,0,0,Chiclayo,activo,no,no,0
CL-03015,1245,17,17,mensual,114.6,1490.64,yape,1,avanzado,1,30,19,0,0,16,Lima,activo,si,no,1
CL-03016,1754,5,72,anual,119.23,6779.34,transferencia,0,avanzado,0,365,31,1,0,4,Arequipa,activo,no,no,1
CL-03017,1439,1,14,enterprise,283.71,3578.67,factura,0,avanzado,0,365,35,0,0,0,Trujillo,activo,no,no,0
CL-03018,253,1,1,mensual,131.36,102.06,transferencia,0,avanzado,1,30,28,0,0,0,Lima,activo,no,si,0
CL-03019,842,51,51,mensual,91.98,3869.72,yape,0,premium,1,30,15,0,0,50,Arequipa,activo,si,si,1
CL-03020,1937,27,27,mensual,90.41,2432.29,transferencia,0,basico,0,30,32,0,0,26,Trujillo,activo,si,no,1
CL-03021,1235,72,72,mensual,115.03,7210.33,factura,0,premium,1,30,14,0,1,71,Lima,activo,no,no,1
CL-03022,2232,1,19,anual,122.44,2439.99,yape,0,basico,0,365,22,1,0,0,Piura,activo,si,no,1
CL-03023,1733,53,53,mensual,112.86,5842.78,tarjeta,0,premium,1,30,25,0,0,52,Arequipa,activo,no,si,1
CL-03024,1985,4,58,anual,284.23,13674.19,factura,1,avanzado,0,365,13,1,0,3,Piura,inactivo,no,si,1
CL-03025,1310,19,19,mensual,31.14,445.09,tarjeta,0,avanzado,0,30,35,0,0,18,Arequipa,activo,no,no,1
CL-03026,1275,14,14,mensual,178.31,2267.08,tarjeta,0,avanzado,1,30,12,0,1,13,Lima,activo,si,no,0
CL-03027,1395,50,50,mensual,112.38,5404.11,transferencia,1,avanzado,0,30,8,0,1,49,Lima,activo,si,si,1
CL-03028,499,3,46,enterprise,404.38,16572.15,transferencia,1,basico,0,365,33,1,0,2,Chiclayo,activo,si,no,1
CL-03029,1457,1,1,anual,274.28,280.3,yape,0,avanzado,0,365,40,0,0,0,Arequipa,activo,si,no,0
CL-03030,1562,4,4,mensual,66.98,262.66,transferencia,0,avanzado,1,30,11,0,0,3,Arequipa,activo,si,no,0
CL-03031,21,1,1,enterprise,204.61,185.39,factura,0,avanzado,1,365,24,0,0,0,Cusco,activo,no,si,1
CL-03032,1751,46,46,mensual,49.91,1734.93,tarjeta,1,avanzado,1,30,42,0,0,45,Cusco,activo,no,no,1
CL-03033,954,25,25,mensual,95.46,2032.04,transferencia,1,basico,1,30,17,0,0,24,Chiclayo,suspendido,no,no,1
CL-03034,677,28,28,mensual,184.73,4646.52,yape,1,premium,1,30,19,0,0,27,Trujillo,activo,si,no,1
CL-03035,1622,1,1,enterprise,183.77,151.62,tarjeta,0,avanzado,1,365,32,0,0,0,Lima,activo,no,si,0
CL-03036,1604,1,5,anual,201.48,1008.71,tarjeta,0,avanzado,0,365,29,1,0,0,Lima,activo,no,no,0
CL-03037,430,1,20,anual,44.28,776.97,tarjeta,1,premium,0,365,6,1,1,0,Arequipa,activo,si,no,1
CL-03038,2188,15,15,mensual,93.54,1138.11,tarjeta,0,basico,1,30,2,0,1,14,Lima,activo,no,si,1
CL-03039,1960,35,35,mensual,205.67,7081.33,transferencia,0,basico,1,30,17,0,0,34,Piura,activo,si,no,1
CL-03040,954,3,46,anual,149.77,6424.28,tarjeta,0,premium,1,365,21,1,0,2,Chiclayo,activo,si,no,1
CL-03041,160,72,72,mensual,83.28,4851.63,yape,1,avanzado,0,30,28,0,0,71,Arequipa,inactivo,no,si,1
CL-03042,1330,2,31,enterprise,161.91,4566.6,yape,0,basico,1,365,18,1,0,1,Lima,activo,no,no,1
CL-03043,2472,4,59,enterprise,64.4,3641.37,yape,0,basico,0,365,6,1,0,3,Lima,activo,no,no,1
CL-03044,1793,11,11,mensual,72.94,709.69,transferencia,0,avanzado,1,30,34,0,0,10,Lima,activo,no,no,1
CL-03045,824,1,1,anual,255.88,215.12,transferencia,0,avanzado,1,365,20,1,0,0,Lima,activo,si,si,0
CL-03046,1854,1,23,enterprise,210.91,4641.86,factura,1,avanzado,0,365,3,0,1,0,Trujillo,activo,si,no,0
CL-03047,2003,1,1,mensual,109.14,104.36,tarjeta,0,premium,1,30,27,0,0,0,Chiclayo,activo,no,no,0
CL-03048,1611,2,32,anual,49.43,1194.36,yape,1,basico,0,365,19,1,0,1,Lima,inactivo,si,no,1
CL-03049,533,1,13,enterprise,84.81,904.34,transferencia,0,avanzado,1,365,25,1,0,0,Chiclayo,activo,no,no,1
CL-03050,1320,1,1,mensual,206.14,194.57,yape,1,basico,0,30,39,0,0,0,Piura,activo,si,si,0
CL-03051,605,5,72,enterprise,365.99,21535.41,transferencia,0,avanzado,1,365,9,0,1,4,Piura,activo,no,no,0
CL-03052,1757,19,19,mensual,51.07,1007.98,tarjeta,0,premium,0,30,31,0,0,18,Lima,activo,no,no,1
CL-03053,51,1,1,anual,157.84,126.09,yape,1,basico,0,365,6,0,1,0,Lima,activo,no,no,0
CL-03054,2116,4,54,enterprise,268.21,14113.51,tarjeta,0,avanzado,0,365,35,0,0,3,Arequipa,inactivo,no,no,1
CL-03055,1209,1,14,anual,67.24,987.95,yape,1,basico,0,365,17,0,0,0,Trujillo,activo,si,no,0
CL-03056,2243,59,59,mensual,36.44,1836.01,transferencia,1,basico,0,30,35,0,0,58,Lima,activo,si,no,1
CL-03057,2392,1,14,anual,192.26,2505.75,tarjeta,0,basico,0,365,2,1,1,0,Lima,activo,no,no,0
CL-03058,1073,19,19,mensual,154.73,2298.14,transferencia,0,avanzado,1,30,30,0,0,18,Chiclayo,activo,no,no,1
CL-03059,2239,40,40,mensual,133.57,5003.78,transferencia,0,premium,0,30,12,0,1,39,Lima,activo,si,no,1
CL-03060,1780,46,46,mensual,157.81,7595.05,tarjeta,0,basico,1,30,18,0,0,45,Lima,activo,si,si,1
CL-03061,1183,4,51,anual,52.13,2769.91,yape,0,basico,1,365,11,1,1,3,Lima,activo,si,si,1
CL-03062,1010,30,30,mensual,107.84,2826.06,tarjeta,1,basico,1,30,18,0,0,29,Arequipa,activo,si,no,1
CL-03063,2221,45,45,mensual,94.01,4214.32,tarjeta,1,avanzado,0,30,36,0,0,44,Arequipa,inactivo,no,no,1
CL-03064,2152,4,50,enterprise,250.29,12489.22,tarjeta,1,basico,0,365,3,1,0,3,Lima,activo,no,si,1
CL-03065,2171,37,37,mensual,91.44,2869.63,factura,0,premium,0,30,28,0,0,36,Arequipa,inactivo,si,si,1
CL-03066,2077,28,28,mensual,64.37,1796.64,tarjeta,0,avanzado,0,30,9,0,0,27,Lima,activo,no,si,1
CL-03067,2353,1,1,mensual,35.66,28.48,yape,1,avanzado,1,30,18,0,0,0,Trujillo,activo,no,si,0
CL-03068,1883,47,47,mensual,141.35,6933.53,yape,0,basico,1,30,26,0,0,46,Cusco,suspendido,no,si,1
CL-03069,751,2,33,anual,220.21,7334.16,transferencia,1,avanzado,1,365,5,0,1,1,Lima,activo,no,no,0
CL-03070,1224,22,22,mensual,33.77,671.01,transferencia,0,premium,1,30,41,0,0,21,Cusco,activo,si,no,1
CL-03071,51,63,63,mensual,111.01,6053.66,transferencia,0,avanzado,1,30,31,0,0,62,Lima,activo,no,no,1
CL-03072,1345,1,1,enterprise,248.94,257.35,tarjeta,0,avanzado,0,365,28,1,0,0,Arequipa,activo,si,no,0
CL-03073,566,5,72,enterprise,213.06,11832.57,yape,0,avanzado,1,365,42,1,0,4,Lima,activo,no,no,1
CL-03074,2002,2,31,anual,93.73,2613.66,transferencia,0,premium,0,365,18,0,0,1,Trujillo,activo,no,no,1
CL-03075,2218,3,40,enterprise,407.69,14612.98,tarjeta,1,basico,1,365,7,1,1,2,Trujillo,activo,si,no,1
CL-03076,121,1,22,enterprise,193.32,3676.32,tarjeta,0,premium,1,365,38,1,0,0,Arequipa,inactivo,no,no,0
CL-03077,1387,1,1,mensual,61.11,47.9,tarjeta,1,basico,1,30,29,0,0,0,Lima,activo,no,no,0
CL-03078,1419,2,28,anual,345.45,7983.9,tarjeta,1,avanzado,1,365,21,1,0,1,Lima,activo,si,si,1
CL-03079,1740,3,40,anual,139.26,5820.71,transferencia,0,avanzado,1,365,4,0,0,2,Cusco,activo,si,si,1
CL-03080,600,48,48,mensual,97.86,4661.51,factura,0,avanzado,1,30,12,0,1,47,Lima,activo,no,si,1
CL-03081,26,27,27,mensual,142.62,3856.46,factura,1,basico,1,30,27,0,0,26,Piura,activo,no,si,1
CL-03082,1507,1,1,mensual,65.48,59.12,tarjeta,0,avanzado,0,30,4,0,1,0,Lima,activo,si,si,0
CL-03083,596,1,1,anual,171.94,163.09,transferencia,0,basico,1,365,25,1,0,0,Arequipa,activo,no,no,0
CL-03084,1191,5,72,enterprise,399.17,25909.38,tarjeta,1,avanzado,0,365,38,1,0,4,Trujillo,suspendido,no,si,1
CL-03085,1880,1,5,enterprise,97.09,462.73,transferencia,0,basico,0,365,21,1,0,0,Lima,activo,si,no,1
CL-03086,1595,67,67,mensual,114.82,7762.49,tarjeta,0,avanzado,0,30,28,0,0,66,Arequipa,activo,si,no,1
CL-03087,2248,9,9,mensual,74.8,553.89,transferencia,0,basico,0,30,10,0,1,8,Lima,activo,no,si,1
CL-03088,236,27,27,mensual,148.83,4160.13,transferencia,0,basico,0,30,27,0,0,26,Lima,activo,si,no,1
CL-03089,29,47,47,mensual,158.78,7642.39,transferencia,1,avanzado,0,30,9,0,0,46,Arequipa,activo,no,no,1
CL-03090,2316,1,12,enterprise,271.8,2856.47,tarjeta,0,basico,1,365,33,1,0,0,Lima,activo,no,no,1
CL-03091,2166,5,71,enterprise,83.01,6147.4,transferencia,0,avanzado,1,365,24,1,0,4,Arequipa,activo,no,no,1
CL-03092,1459,2,34,enterprise,299.46,10331.89,tarjeta,1,premium,0,365,28,1,0,1,Trujillo,activo,si,no,1
CL-03093,2156,3,43,enterprise,146.91,4813.8,transferencia,0,premium,1,365,15,1,0,2,Cusco,activo,si,no,1
CL-03094,736,2,25,enterprise,280.21,5342.44,factura,1,avanzado,1,365,16,1,0,1,Lima,activo,si,no,1
CL-03095,2391,48,48,mensual,34.3,1584.14,tarjeta,1,avanzado,0,30,30,0,0,47,Lima,activo,si,no,1
CL-03096,1992,71,71,mensual,36.55,2556.39,transferencia,0,avanzado,0,30,28,0,0,70,Chiclayo,activo,no,no,1
CL-03097,982,29,29,mensual,162.41,3883.8,transferencia,1,avanzado,1,30,32,0,0,28,Piura,activo,no,no,1
CL-03098,1706,72,72,mensual,146.01,9457.46,transferencia,1,basico,0,30,7,0,1,71,Chiclayo,inactivo,si,no,1
CL-03099,621,17,17,mensual,107.59,1667.66,transferencia,0,basico,1,30,9,0,1,16,Trujillo,activo,si,no,1
CL-03100,1120,51,51,mensual,55.9,2519.28,yape,1,premium,1,30,14,0,1,50,Arequipa,activo,si,si,1
CL-03101,1172,3,44,enterprise,136.51,4629.38,yape,0,basico,0,365,18,1,0,2,Arequipa,activo,si,no,1
CL-03102,697,6,6,mensual,122.11,597.61,transferencia,0,basico,0,30,25,0,0,5,Cusco,activo,si,si,0
CL-03103,705,3,37,enterprise,237.97,8755.17,tarjeta,1,basico,1,365,24,0,0,2,Lima,activo,si,si,1
CL-03104,800,2,32,enterprise,498.73,12319.45,tarjeta,1,basico,0,365,4,1,1,1,Lima,activo,si,no,0
CL-03105,1675,1,11,anual,131.1,1350.73,yape,0,basico,0,365,2,1,1,0,Lima,activo,si,no,1
CL-03106,128,3,41,anual,217.84,8397.76,transferencia,1,avanzado,0,365,37,1,0,2,Trujillo,activo,si,no,1
CL-03107,1224,35,35,mensual,32.25,1170.45,tarjeta,1,avanzado,1,30,27,0,0,34,Lima,activo,si,no,1
CL-03108,962,2,30,anual,162.93,5113.89,yape,0,premium,1,365,3,0,1,1,Lima,activo,si,no,1
CL-03109,2106,30,30,mensual,111.6,3460.2,transferencia,0,avanzado,1,30,39,0,0,29,Lima,activo,si,si,1
CL-03110,1281,2,30,enterprise,252.35,6907.3,transferencia,0,premium,0,365,17,0,0,1,Piura,activo,si,no,0
CL-03111,1609,23,23,mensual,75.01,1315.54,tarjeta,1,avanzado,1,30,30,0,0,22,Trujillo,suspendido,no,no,1
CL-03112,2105,35,35,mensual,140.41,4094.59,factura,1,basico,1,30,21,0,0,34,Lima,activo,si,si,1
CL-03113,2185,1,16,anual,380.02,5427.59,yape,0,premium,0,365,9,1,1,0,Lima,activo,si,no,1
CL-03114,1618,5,72,anual,222.65,12211.24,yape,0,avanzado,1,365,31,1,0,4,Trujillo,activo,si,no,1
CL-03115,1558,1,1,mensual,186.0,141.57,tarjeta,1,avanzado,0,30,17,0,0,0,Trujillo,activo,si,si,0
CL-03116,544,1,18,anual,263.26,4014.64,transferencia,0,basico,0,365,7,0,1,0,Lima,activo,no,no,0
CL-03117,290,19,19,mensual,165.74,2727.73,factura,1,avanzado,0,30,11,0,0,18,Lima,activo,no,no,1
CL-03118,2409,5,72,anual,160.29,10666.7,factura,0,basico,1,365,37,1,0,4,Cusco,activo,si,no,1
CL-03119,857,1,1,mensual,106.39,109.57,tarjeta,1,basico,1,30,24,0,0,0,Piura,activo,si,si,0
CL-03120,554,42,42,mensual,83.73,3050.19,tarjeta,0,avanzado,1,30,20,0,0,41,Lima,activo,no,no,1
CL-03121,1141,38,38,mensual,136.26,3958.11,transferencia,1,premium,1,30,36,0,0,37,Lima,activo,si,no,1
CL-03122,1544,40,40,mensual,171.6,6260.06,tarjeta,0,premium,1,30,12,0,0,39,Cusco,activo,no,no,1
CL-03123,455,62,62,mensual,108.25,5754.36,tarjeta,0,premium,1,30,7,0,1,61,Arequipa,activo,no,no,1
CL-03124,821,62,62,mensual,197.92,12520.52,transferencia,1,premium,1,30,5,0,1,61,Lima,activo,no,no,1
CL-03125,1854,21,21,mensual,83.2,1536.57,tarjeta,1,premium,1,30,5,0,1,20,Chiclayo,activo,si,no,1
CL-03126,305,37,37,mensual,129.51,4056.51,yape,1,avanzado,0,30,42,0,0,36,Arequipa,activo,si,si,1
